"terms";"clusters"
"affectionate";4
"agreeable";6
"amiable";6
"awkward";8
"bright";4
"brisk";5
"capricious";3
"certain";1
"cheerful";6
"childish";6
"cold";1
"confident";5
"confused";7
"conscientious";2
"cool";2
"courageous";3
"cruel";3
"curious";4
"deep";5
"distant";8
"dull";2
"earnest";4
"expressive";8
"feminine";5
"fierce";5
"firm";2
"foolish";6
"friendly";6
"generous";4
"genteel";8
"gentle";2
"gloomy";6
"gracious";6
"kind";6
"live";3
"moderate";2
"modest";2
"moral";8
"musical";5
"narrow";5
"natural";4
"noisy";5
"orderly";3
"original";3
"particular";8
"passionate";7
"pleasant";5
"polite";8
"precise";3
"proud";1
"quick";7
"quiet";1
"respectful";2
"responsible";8
"restless";8
"rough";7
"serious";3
"silent";1
"slow";8
"social";6
"solemn";8
"steady";1
"sympathetic";3
"unreasonable";2
"violent";7
"warm";1
"wild";7
"wise";2
